symbol,organ_name,en_organ_name,exchange,type,id
PDN,CTCP Cảng Đồng Nai,Dong Nai Port Joint Stock Company,HOSE,stock,1
ABI,CTCP Bảo hiểm Ngân hàng Nông nghiệp Việt Nam,Agriculture Bank Insurance Joint Stock Corporation,UPCOM,stock,1
TA9,CTCP Xây lắp Thành An 96,Thanh An 96 Installation and Construction Joint Stock Company,HNX,stock,1
PVB,CTCP Bọc ống Dầu khí Việt Nam,PetroVietnam Coating Joint Stock Company,HNX,stock,1
SDY,CTCP Xi măng Sông Đà Yaly,Song Da Yaly Cement Joint Stock Company,UPCOM,stock,1
SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Sonadezi Corporation,UPCOM,stock,1
NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,Kon Tum Construction Materials Supply And Production Joint Stock Company,UPCOM,stock,1
CLG,CTCP Đầu tư và Phát triển Nhà đất COTEC,Cotec Investment and Land-House Development Joint Stock Company,UPCOM,stock,1
KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,Khang Dien House Trading and Investment Joint Stock Company,HOSE,stock,1
PCT,CTCP Vận tải biển Global Pacific,Global Pacific Shipping Joint Stock Company,HNX,stock,1
VMG,CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu,Vung Tau Petroleum Trading and Services Joint Stock Company,UPCOM,stock,1
HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,Hanoi Housing Development and Investment Joint Stock Company No6,UPCOM,stock,1
HKB,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Ha Noi - Kinh Bac Agriculture and Food Joint Stock Company,UPCOM,stock,1
LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment and Urban Development Joint-Stock Company,HOSE,stock,1
PTC,CTCP Đầu Tư Icapital,Icapital Investment Joint Stock Company,HOSE,stock,1
DHC,CTCP Đông Hải Bến Tre,Dong Hai Joint Stock Company of Ben Tre,HOSE,stock,1
TKC,CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Tan Ky Construction Real Estate Trading Corporation,UPCOM,stock,1
CTP,CTCP Hòa Bình Takara,Hoa Binh Takara Joint Stock Company,HNX,stock,1
CDO,CTCP Tư vấn Thiết kế và Phát triển Đô thị,Consultancy Design and Urban Development Joint Stock Company,UPCOM,stock,1
NDW,CTCP Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company,UPCOM,stock,1
MDF,CTCP Gỗ MDF VRG - Quảng Trị,MDF VRG - Quang Tri Wood Joint Stock Company,UPCOM,stock,1
CLX,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Cho Lon Investment And Import Export Corporation (CHOLIMEX),UPCOM,stock,1
NS2,CTCP Nước sạch Số 2 Hà Nội,Ha Noi Water Supply Number 2 Joint Stock Company,UPCOM,stock,1
SMT,CTCP Sametel,Sametel Corporation,HNX,stock,1
VNE,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,Vietnam Electricity Construction Joint Stock Corporation,HOSE,stock,1
GLW,CTCP Cấp thoát nước Gia Lai,Gia Lai Water Supply Sewerage  Joint Stock Company,UPCOM,stock,1
LBE,CTCP Thương mại và Dịch vụ LVA,LVA Trading and Services Joint Stock Company,HNX,stock,1
MTS,CTCP Vật tư - TKV,Vinacomin - Materials Trading Joint Stock Company,UPCOM,stock,1
IFS,CTCP Thực phẩm Quốc tế,Interfood Shareholding Company,UPCOM,stock,1
PNC,CTCP Văn hóa Phương Nam,Phuong Nam Cultural Joint Stock Corporation,HOSE,stock,1
CMS,CTCP Tập Đoàn CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,HNX,stock,1
DQC,CTCP Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,HOSE,stock,1
BWE,CTCP - Tổng công ty nước - môi trường Bình Dương,Binh Duong Water - Environment Corporation - Joint Stock Company,HOSE,stock,1
PPP,CTCP Dược phẩm Phong Phú,Phong Phu Pharmaceutical Joint Stock Company,HNX,stock,1
BMJ,CTCP Khoáng sản Miền Đông AHP,Easterns AHP Minerals Joint Stock Company,UPCOM,stock,1
VNM,CTCP Sữa Việt Nam,Vietnam Dairy Products Joint Stock Company,HOSE,stock,1
DPS,CTCP Đầu tư Phát triển Sóc Sơn,Soc Son Development Investment Joint Stock Company,UPCOM,stock,1
BCP,CTCP Dược ENLIE,Enlie Pharmaceutical Joint Stock Company,UPCOM,stock,1
PIS,Tổng Công ty Pisico Bình Định - CTCP,PISICO Binh Dinh Corporation Joint Stock Company,UPCOM,stock,1
AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,An Giang Agriculture and Foods Import - Export JSC,HOSE,stock,1
DPG,CTCP Tập đoàn Đạt Phương,Dat Phuong Group Joint Stock Company,HOSE,stock,1
STT,CTCP Vận chuyển Sài Gòn Tourist,Saigontourist Transport Corporation,UPCOM,stock,1
PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận,Phu Nhuan Technical Construction Joint Stock Company,UPCOM,stock,1
VCT,CTCP Tư vấn Xây dựng Vinaconex,Vinaconex's Construction Consultant Joint Stock Company,UPCOM,stock,1
RCL,CTCP Địa ốc Chợ Lớn,Cho Lon Real Estate Joint Stock Company,HNX,stock,1
ALC,CTCP Âu Lạc,Aulac Corporation,UPCOM,stock,1
ILB,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang - Long Binh Joint Stock Company,HOSE,stock,1
VOS,CTCP Vận tải Biển Việt Nam,Vietnam Ocean Shipping Joint Stock Company,HOSE,stock,1
LKW,CTCP Cấp nước Long Khánh,Long Khanh Water Supply Joint Stock Company,UPCOM,stock,1
HTL,CTCP Kỹ thuật và Ô tô Trường Long,Truong Long Engineering and Auto Joint Stock Company,HOSE,stock,1
APC,CTCP Chiếu xạ An Phú,An Phu Irradiation Joint Stock Company,UPCOM,stock,1
HD2,CTCP Đầu tư Phát triển Nhà HUD2,Housing Development Investment Joint Stock Company HUD2,UPCOM,stock,1
VTH,CTCP Dây cáp Điện Việt Thái,Viet Thai Electric Cable Corporation,HNX,stock,1
SRA,CTCP Sara Việt Nam,Sara Vietnam Joint Stock Company,HNX,stock,1
DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,Da Nang Education Development and Investment Joint Stock Company,HNX,stock,1
PDR,CTCP Phát triển Bất động sản Phát Đạt,Phat Dat Real Estate Development Corporation,HOSE,stock,1
TXM,CTCP VICEM Thạch cao Xi măng,VICEM Gypsum And Cement Joint Stock Company,HNX,stock,1
DHD,CTCP Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Materials Joint Stock Company,UPCOM,stock,1
MWG,CTCP Đầu tư Thế giới Di động,Mobile World Investment Corporation,HOSE,stock,1
PVG,CTCP Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,HNX,stock,1
SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,Saigon SeaProducts Import Export Joint Stock Corporation,UPCOM,stock,1
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Siba High-Tech Mechanical Group Joint Stock Company,HOSE,stock,1
TRV,CTCP Vận tải Đường sắt,Railway Transport Joint Stock Company,UPCOM,stock,1
HDM,CTCP Dệt may Huế,Hue Textile Garment Joint Stock Company,UPCOM,stock,1
VTB,CTCP Viettronics Tân Bình,Viettronics Tan Binh Joint Stock Company,HOSE,stock,1
VES,CTCP Đầu tư và Xây dựng Điện Mê Ca Vneco,Me Ca Vneco Investment and Electricity Construction Joint Stock Company,UPCOM,stock,1
L40,CTCP Đầu Tư và Xây dựng 40,40 Investment and Construction Joint Stock Company,HNX,stock,1
VBC,CTCP Nhựa - Bao bì Vinh,Vinh Plastic and Bags Joint Stock Company,HNX,stock,1
VTI,CTCP Sản xuất - Xuất nhập khẩu Dệt may,Textile - Garment Import - Export and Production Joint Stock Company,UPCOM,stock,1
L61,CTCP Lilama 69-1,Lilama 69-1 Joint Stock Company,UPCOM,stock,1
NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,North - West Electric Investment and Development Joint Stock Company,UPCOM,stock,1
OIL,Tổng Công ty Dầu Việt Nam - CTCP,PetroVietnam Oil Corporation,UPCOM,stock,1
MHC,CTCP MHC,MHC Joint Stock Company,HOSE,stock,1
GVT,CTCP Giấy Việt Trì,Viet Tri Paper Joint Stock Company ,UPCOM,stock,1
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,HOSE,stock,1
NO1,CTCP Tập đoàn 911,911 Group Joint Stock Company,HOSE,stock,1
HCC,CTCP Bê tông Hòa Cầm - Intimex,Intimex - Hoa Cam Concrete Joint Stock Company,HNX,stock,1
NSS,CTCP Nông Súc Sản Đồng Nai,Dong Nai Agricultural Livestock Product Joint Stock - Company,UPCOM,stock,1
MFS,CTCP Dịch vụ Kỹ thuật Mobifone,Mobifone Technical Services Joint Stock Company,UPCOM,stock,1
DIC,CTCP Đầu tư và Thương mại DIC,DIC Investment and Trading Joint Stock Company,UPCOM,stock,1
KDM,CTCP Tập Đoàn GCL,GCL Group Joint Stock Company,HNX,stock,1
VCA,CTCP Thép VICASA ,VICASA Joint Stock Company,HOSE,stock,1
SHA,CTCP Sơn Hà Sài Gòn,Son Ha Sai Gon Joint Stock Company,HOSE,stock,1
TSA,CTCP Đầu tư và Xây lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,HOSE,stock,1
SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,Vietnam Seaproducts Joint Stock Corporation,UPCOM,stock,1
MTB,CTCP Môi trường và Công trình Đô thị Tỉnh Thái Bình,Thai Binh Environment And Urban Projects Joint Stock Company,UPCOM,stock,1
SGP,CTCP Cảng Sài Gòn,Saigon Port Joint Stock Company,UPCOM,stock,1
GMA,CTCP G-Automobile,G-Automobile Joint Stock Company,HNX,stock,1
HPP,CTCP Sơn Hải Phòng,Hai Phong Paint Joint Stock Company,UPCOM,stock,1
BTU,CTCP Công trình Đô thị Bến Tre,Bentre Urban Project Joint Stock Company,UPCOM,stock,1
BIG,CTCP Đầu tư Big Group Holdings,Big Group Holdings Investment Joint Stock Company,UPCOM,stock,1
POS,CTCP Vận hành và Xây lắp PTSC,PTSC Offshore Services Joint Stock Company,UPCOM,stock,1
KOS,CTCP KOSY,KOSY Joint Stock Company,HOSE,stock,1
HMR,CTCP Đá Hoàng Mai,Hoang Mai Stone Joint Stock Company,HNX,stock,1
MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,Lao Cai Urban Environment Joint Stock Company,UPCOM,stock,1
GER,CTCP Thể thao Ngôi sao Geru,Geru Star Sport Joint Stock Company,UPCOM,stock,1
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics and Stevedoring Joint Stock Company,HOSE,stock,1
THM,CTCP Tứ Hải Hà Nam,Tu Hai Ha Nam Joint Stock Company,UPCOM,stock,1
SDC,CTCP Tư vấn Sông Đà,Song Da Consulting Joint Stock Company,HNX,stock,1
BNW,CTCP Nước sạch Bắc Ninh,Bac Ninh Clean Water Joint Stock Company,UPCOM,stock,1
PHR,CTCP Cao su Phước Hòa,Phuoc Hoa Rubber Joint Stock Company,HOSE,stock,1
PTE,CTCP Xi măng Phú Thọ,Phu Tho Cement Joint Stock Company,UPCOM,stock,1
SCI,CTCP SCI E&C,SCI E&C Joint Stock Company,HNX,stock,1
SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,Hanoi Seaproducts Import Export Joint Stock Corporation,UPCOM,stock,1
THD,CTCP Thaiholdings,Thaiholdings Joint Stock Company,HNX,stock,1
NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,Ngo Quyen Processing Export Joint Stock Company,UPCOM,stock,1
PWA,CTCP Bất động sản Dầu khí,Petrowaco Property Joint Stock Company,UPCOM,stock,1
CDC,CTCP Chương Dương,Chuong Duong Corporation,HOSE,stock,1
HHC,CTCP Bánh kẹo Hải Hà ,Haiha Confectionery Joint Stock Company,HNX,stock,1
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,PetroVietnam Technical Services Corporation,HNX,stock,1
DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (Bidiphar),Binh Dinh Pharmaceutical and Medical Equipment Joint Stock Company,HOSE,stock,1
UPH,CTCP Dược phẩm TW 25,No 25 Central Pharmaceutical Joint Stock Company,UPCOM,stock,1
X20,CTCP X20,X20 Joint Stock Company,HNX,stock,1
RCD,CTCP  Xây dựng - Địa ốc Cao su,Rubber Real Estate Construction Joint Stock Company,UPCOM,stock,1
DTA,CTCP Đệ Tam,De Tam Joint Stock Company,HOSE,stock,1
PJT,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,HOSE,stock,1
SDV,CTCP Dịch vụ Sonadezi,Sonadezi Services Joint Stock Company,UPCOM,stock,1
SJE,CTCP Sông Đà 11,Song Da No 11 Joint Stock Company,HNX,stock,1
TNM,CTCP Xuất nhập khẩu và Xây dựng Công trình,Tranimexco Transportation Import - Export and Contruction Joint Stock Company,UPCOM,stock,1
FMC,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company ,HOSE,stock,1
DZM,CTCP Cơ điện Dzĩ An,Dzi An Mechanoelectric Joint Stock Company,UPCOM,stock,1
BHN,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hanoi Beer Alcohol and Beverage Joint Stock Corporation,HOSE,stock,1
DSP,CTCP Dịch vụ Du lịch Phú Thọ,Phu Tho Tourist Service Joint Stock Company,UPCOM,stock,1
NVP,CTCP Nước sạch Vĩnh Phúc,Vinh Phuc Water Supply Joint Stock Company,UPCOM,stock,1
VFS,CTCP Chứng khoán Nhất Việt,Viet First Securities Corporation,HNX,stock,1
CAP,CTCP Lâm Nông sản Thực phẩm Yên Bái,Yen Bai Joint Stock Forest Agricultural Products And Foodstuff Company,HNX,stock,1
STW,CTCP Cấp nước Sóc Trăng,Soc Trang Water Supply Joint Stock Company,UPCOM,stock,1
L18,CTCP Đầu tư và Xây dựng Số 18,Construction and Investment Joint Stock Company No 18,HNX,stock,1
QCG,CTCP Quốc Cường Gia Lai,Quoc Cuong Gia Lai Joint Stock Company,HOSE,stock,1
SBD,CTCP Công nghệ Sao Bắc Đẩu,SaoBacDau Technologies Corporation,UPCOM,stock,1
PGC,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - Joint Stock Company,HOSE,stock,1
PGT,CTCP PGT Holdings,PGT Holdings Joint Stock Company,HNX,stock,1
SPM,CTCP SPM,SPM Joint Stock Company,HOSE,stock,1
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,HOSE,stock,1
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation,UPCOM,stock,1
SBT,CTCP Thành Thành Công - Biên Hòa,Thanh Thanh Cong - Bien Hoa Joint Stock Company,HOSE,stock,1
SGB,Ngân hàng TMCP Sài Gòn Công Thương,Saigon Bank For Industry and Trade,UPCOM,stock,1
SRC,CTCP Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,HOSE,stock,1
SD6,CTCP Sông Đà 6,Song Da 6 Joint Stock Company,UPCOM,stock,1
CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,Cuong Thuan IDICO Development Investment Corporation,HOSE,stock,1
PXS,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,Petroleum Equipment Assembly and Metal Structure Joint Stock Company,UPCOM,stock,1
API,CTCP Đầu tư Châu Á - Thái Bình Dương,Asia - Pacific Investment Joint Stock Company,HNX,stock,1
DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,Development Investment Construction Hoi An Joint Stock Company,HNX,stock,1
CCM,CTCP khoáng sản và Xi măng Cần Thơ,Can Tho Mineral and Cement Joint Stock Company,UPCOM,stock,1
VND,CTCP Chứng khoán VNDIRECT,VNDIRECT Securities Corporation,HOSE,stock,1
MCP,CTCP In và Bao bì Mỹ Châu,MyChau Printing and Packaging Corporation,HOSE,stock,1
THN,CTCP Cấp nước Thanh Hóa,Thanh Hoa Water Supply Joint Stock Company,UPCOM,stock,1
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Vietnam Technological and Commercial Joint Stock Bank,HOSE,stock,1
D11,CTCP Địa ốc 11,Real Estate 11 Joint Stock Company,HNX,stock,1
DBC,CTCP Tập đoàn Dabaco Việt Nam,Dabaco Group,HOSE,stock,1
KHG,CTCP Tập đoàn Khải Hoàn Land,Khai Hoan Land Group Joint Stock Company,HOSE,stock,1
CPA,CTCP Cà phê Phước An,PhuocAn Coffee Joint Stock Company,UPCOM,stock,1
PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,"PTM Automobile Service, Trading And Manufacturing Joint Stock Company",UPCOM,stock,1
GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,My Xuan Brick Tile Pottery And Construction Joint Stock Company,HNX,stock,1
DRH,CTCP DRH Holdings,DRH Holdings JSC,HOSE,stock,1
PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,UPCOM,stock,1
NTW,CTCP Cấp nước Nhơn Trạch,Nhon Trach Water Supply Joint Stock Company,UPCOM,stock,1
TVM,CTCP Tư vấn Đầu tư mỏ và Công Nghiệp - Vinacomin,Vinacomin Industry Investment Consulting Joint Stock Company,UPCOM,stock,1
VNL,CTCP Logistics Vinalink,Vinalink Logistics Joint Stock Company,HOSE,stock,1
SGT,CTCP Công nghệ Viễn Thông Sài Gòn,SaiGon Telecommunication & Technologies Corporation,HOSE,stock,1
PHN,CTCP Pin Hà Nội,Ha Noi Battery Joint Stock Company,HNX,stock,1
BSI,CTCP Chứng khoán BIDV,BIDV Securities Joint Stock Company,HOSE,stock,1
BOT,CTCP BOT Cầu Thái Hà,Thai Ha Bridge BOT Joint Stock Company,UPCOM,stock,1
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,Lam Thao Fertilizers and Chemicals Joint Stock Company,HNX,stock,1
BHI,Tổng Công ty cổ phần Bảo hiểm Sài Gòn - Hà Nội,Sai Gon - Ha Noi Insurance Corporation,UPCOM,stock,1
SJF,CTCP Đầu tư Sao Thái Dương,Sunstar Investment Joint Stock Company,UPCOM,stock,1
SHN,CTCP Đầu tư Tổng hợp Hà Nội,Ha Noi Investment General Corporation,HNX,stock,1
PEQ,CTCP Thiết bị Xăng dầu Petrolimex,Petrolimex Equipment Joint Stock Company,UPCOM,stock,1
NBC,CTCP Than Núi Béo - Vinacomin,Vinacomin NuiBeo Coal Joint Stock Company,HNX,stock,1
VGS,CTCP Ống thép Việt - Đức VG PIPE,Vietnam Germany Steel Pipe Joint Stock Company,HNX,stock,1
CNN,"CTCP Tư vấn Công nghệ, Thiết bị và Kiểm Định Xây dựng - Coninco",Consultant And Inspection Joint Stock Company Of Construction Technology And Equipment,UPCOM,stock,1
MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,Mechanics Construction and Foodstuff Joint-Stock Company,HNX,stock,1
HJS,CTCP Thủy điện Nậm Mu,Nam Mu Hydropower Joint Stock Company,HNX,stock,1
DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint - Stock Company,UPCOM,stock,1
HSG,CTCP Tập đoàn Hoa Sen,Hoa Sen Group,HOSE,stock,1
HLD,CTCP Đầu tư và Phát triển Bất động sản Hudland,HUDLAND Real Estate Investment and Development Joint Stock Company,HNX,stock,1
CNC,CTCP Công nghệ Cao Traphaco,Traphaco High Tech Joint Stock Company,UPCOM,stock,1
PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,Petroleum Information Technology Telecom and Automation Joint Stock Company,UPCOM,stock,1
X26,CTCP 26,26 Joint Stock Company,UPCOM,stock,1
SCJ,CTCP Xi măng Sài Sơn,Sai Son Cement Joint Stock Company,UPCOM,stock,1
TVA,CTCP Sứ Viglacera Thanh Trì,Viglacera Thanh Tri Sanitary Joint Stock Company,UPCOM,stock,1
PAS,CTCP Quốc tế Phương Anh,Phuong Anh International Joint Stock Company,UPCOM,stock,1
TMS,CTCP Transimex,Transimex Corporation,HOSE,stock,1
SZE,CTCP Môi trường Sonadezi,Sonadezi Environment Joint Stock Company,UPCOM,stock,1
C4G,CTCP Tập đoàn CIENCO4,CIENCO4 Group Joint Stock Company,UPCOM,stock,1
XHC,CTCP Xuân Hòa Việt Nam,Xuan Hoa Viet Nam Joint Stock Company,UPCOM,stock,1
BIC,Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIDV Insurance Corporation,HOSE,stock,1
KKC,CTCP Tập Đoàn Thành Thái,Thanh Thai Group Joint Stock Company,HNX,stock,1
HUT,CTCP Tasco,Tasco Joint Stock Company,HNX,stock,1
SKN,CTCP Nước giải khát Sanna Khánh Hòa,Sanna Khanh Hoa Beverage Joint Stock Company,UPCOM,stock,1
BRS,CTCP Dịch vụ Đô thị Bà Rịa,Ba Ria Urban Service Joint Stock Company,UPCOM,stock,1
KMT,CTCP Kim khí Miền Trung,Central Viet Nam Metal Corporation,HNX,stock,1
HND,CTCP Nhiệt điện Hải Phòng,Hai Phong Thermal Power Joint Stock Company,UPCOM,stock,1
DTH,CTCP Dược - Vật tư Y Tế Thanh Hóa,Thanh Hoa Medical Materials Pharmaceutical Joint Stock Company,UPCOM,stock,1
ACM,CTCP Tập đoàn Khoáng sản Á Cường,A Cuong Mineral Group Joint Stock Company,UPCOM,stock,1
PEN,CTCP Xây lắp III Petrolimex,Petrolimex Installation No.III Joint Stock Company,HNX,stock,1
BMS,CTCP Chứng khoán Bảo Minh,Bao Minh Securities Company Limited,UPCOM,stock,1
LCG,CTCP Lizen,Lizen Joint Stock Company,HOSE,stock,1
HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,Ho Chi Minh City Securities Corporation,HOSE,stock,1
SBA,CTCP Sông Ba,Song Ba Joint Stock Company,HOSE,stock,1
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,EVF General Finance Joint Stock Company,HOSE,stock,1
LAI,CTCP Đầu Tư Xây dựng Long An IDICO,IDICO-LongAn Investment Construction Joint Stock Company,UPCOM,stock,1
VIB,Ngân hàng TMCP Quốc tế Việt Nam,Vietnam International Commercial Joint Stock Bank,HOSE,stock,1
AAA,CTCP Nhựa An Phát Xanh,An Phat Bioplastics Joint Stock Company,HOSE,stock,1
PVY,CTCP Chế tạo Giàn khoan Dầu khí,PetroVietnam Marine Shipyard Joint Stock Company,UPCOM,stock,1
TR1,CTCP Vận Tải 1 Traco,Traco Transport Joint Stock Corporation No.1,UPCOM,stock,1
L45,CTCP Lilama 45.1,Lilama 45.1 Joint Stock Company,UPCOM,stock,1
HAH,CTCP Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,HOSE,stock,1
VDL,CTCP Thực phẩm Lâm Đồng,Lam Dong Foodstuffs Joint Stock Company,HNX,stock,1
VMD,CTCP Y Dược phẩm Vimedimex,Vimedimex Medi - Pharma Joint Stock Company,HOSE,stock,1
GLC,CTCP Vàng Lào Cai,Lao Cai Gold Joint Stock Company,UPCOM,stock,1
HSV,CTCP Tập đoàn HSV Việt Nam,HSV Viet Nam Group Joint Stock Company,UPCOM,stock,1
CAR,CTCP Tập đoàn Giáo dục Trí Việt,Tri Viet Education Group Joint Stock Company,HNX,stock,1
HD8,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,Housing and Urban Development Investment Joint Stock Company HUD 8,UPCOM,stock,1
KDC,CTCP Tập đoàn KIDO,KIDO Group Corporation,HOSE,stock,1
SCG,CTCP Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,HNX,stock,1
EVE,CTCP Everpia,Everpia Joint Stock Company,HOSE,stock,1
LO5,CTCP Lilama 5,Lilama 5 Joint Stock Company,UPCOM,stock,1
SD9,CTCP Sông Đà 9,Song Da No 9 Joint Stock Company,HNX,stock,1
FCC,CTCP Liên hợp Thực phẩm,Foodstuff Combina Torial Joint Stock Company,UPCOM,stock,1
PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Binh Duong Producing and Trading Corporation,UPCOM,stock,1
VAV,CTCP VIWACO,VIWACO Joint Stock Company,UPCOM,stock,1
BBM,CTCP Bia Hà Nội - Nam Định,Ha Noi - Nam Dinh Beer Joint Stock Company,UPCOM,stock,1
PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,HNX,stock,1
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,Saigon Beer - Alcohol - Beverage Corporation,HOSE,stock,1
SSB,Ngân hàng TMCP Đông Nam Á,Southeast Asia Commercial Joint Stock Bank,HOSE,stock,1
TV2,CTCP Tư vấn Xây dựng Điện 2,Power Engineering Consulting Joint Stock Company 2,HOSE,stock,1
VNZ,CTCP Tập đoàn VNG ,VNG Group Joint Stock Company,UPCOM,stock,1
NAS,CTCP Dịch vụ Hàng không Sân bay Việt Nam,Vietnam Airport Services Joint Stock Company,UPCOM,stock,1
NCS,CTCP Suất ăn Hàng không Nội Bài,Noi Bai Catering Services Joint Stock Company,UPCOM,stock,1
CIA,CTCP Dịch vụ Sân bay Quốc tế Cam Ranh,Cam Ranh International Airport Services Joint Stock Company,HNX,stock,1
CSM,CTCP Công nghiệp Cao su Miền Nam,The Southern Rubber Industry Joint Stock Company,HOSE,stock,1
SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Sai Gon Cargo Service Corporation,HOSE,stock,1
NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,Danang Housing Investment Development Joint Stock Company,HNX,stock,1
HPD,CTCP Thủy điện ĐăK Đoa,Dak Doa Hydropower Joint Stock Company,UPCOM,stock,1
HHG,CTCP Hoàng Hà,Hoang Ha Joint Stock Company,UPCOM,stock,1
QNW,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,Quang Ngai Water Supply Sewerage and Construction Joint Stock Company,UPCOM,stock,1
TET,CTCP Vải sợi May mặc Miền Bắc,Northern Textiles and Garments Joint Stock Company ,HNX,stock,1
PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,Petro Vietnam Construction Joint Stock Corporation,UPCOM,stock,1
SMC,CTCP Đầu tư Thương mại SMC,SMC Trading Investment Joint Stock Company,HOSE,stock,1
KHX,CTCP Phát hành sách Khánh Hòa,Khanh Hoa Book Publishing Joint Stock Company,UPCOM,stock,1
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Vietnam Export Import Commercial Joint Stock Bank,HOSE,stock,1
DAH,CTCP Tập đoàn Khách sạn Đông Á,Dong A Hotel Group Joint Stock Company,HOSE,stock,1
FTS,CTCP Chứng khoán FPT,FPT Securities Joint Stock Company,HOSE,stock,1
HLB,CTCP Bia và Nước giải khát Hạ Long,HaLong Beer and Beverage Joint Stock Company,UPCOM,stock,1
KTL,CTCP Kim Khí Thăng Long,ThangLong Metal Wares Joint Stock Company,UPCOM,stock,1
TL4,Tổng Công ty cổ phần Xây dựng Thủy Lợi 4 - CTCP,Hydraulics Construction Corporation No.4 - Joint Stock Company,UPCOM,stock,1
SBH,CTCP Thủy điện Sông Ba Hạ,Song Ba Ha Hydro Power Joint Stock Company,UPCOM,stock,1
FOC,CTCP Dịch vụ Trực tuyến FPT,FPT Online Service Joint Stock Company,UPCOM,stock,1
